	1865.250000	7.927954	20.000000
	1865.750000	8.588439	20.000000
	1866.250000	8.588439	20.000000
	1866.750000	8.588439	20.000000
	1867.250000	9.248923	20.000000
	1867.750000	8.588439	20.000000
	1868.250000	9.248923	20.000000
	1868.750000	9.248923	20.000000
	1869.250000	9.909408	20.000000
	1869.750000	9.909408	20.000000
	1870.250000	9.909408	20.000000
	1870.750000	10.569892	20.000000
	1871.250000	10.569892	20.000000
	1871.750000	10.569892	20.000000
	1872.250000	10.569892	20.000000
	1872.750000	11.890862	20.000000
	1873.250000	11.890862	20.000000
	1873.750000	11.890862	20.000000
	1874.250000	12.551346	20.000000
	1874.750000	12.551346	20.000000
	1875.250000	12.551346	20.000000
	1875.750000	13.211831	20.000000
	1876.250000	13.211831	20.000000
	1876.750000	13.872315	20.000000
	1877.250000	13.872315	20.000000
	1877.750000	13.872315	20.000000
	1878.250000	13.872315	20.000000
	1878.750000	14.532800	20.000000
	1879.250000	14.532800	20.000000
	1879.750000	15.193284	20.000000
	1880.250000	15.193284	20.000000
	1880.750000	15.193284	20.000000
	1881.250000	15.853769	20.000000
	1881.750000	15.853769	20.000000
	1882.250000	15.853769	20.000000
	1882.750000	16.514253	20.000000
	1883.250000	16.514253	20.000000
	1883.750000	16.514253	20.000000
	1884.250000	16.514253	20.000000
	1884.750000	17.174738	20.000000
	1885.250000	17.174738	20.000000
	1885.750000	17.174738	20.000000
	1886.250000	17.174738	20.000000
	1886.750000	17.835222	20.000000
	1887.250000	17.835222	20.000000
	1887.750000	18.495707	20.000000
	1888.250000	18.495707	20.000000
	1888.750000	18.495707	20.000000
	1889.250000	18.495707	20.000000
	1889.750000	18.495707	20.000000
	1890.250000	19.156191	20.000000
	1890.750000	19.156191	20.000000
	1891.250000	19.816676	20.000000
	1891.750000	19.156191	20.000000
	1892.250000	19.816676	20.000000
	1892.750000	19.816676	20.000000
	1893.250000	19.816676	20.000000
	1893.750000	20.477160	20.000000
	1894.250000	20.477160	20.000000
	1894.750000	20.477160	20.000000
	1895.250000	21.137645	20.000000
	1895.750000	21.137645	20.000000
	1896.250000	21.137645	20.000000
	1896.750000	21.137645	20.000000
	1897.250000	21.798130	20.000000
	1897.750000	21.798130	20.000000
	1898.250000	21.798130	20.000000
	1898.750000	21.798130	20.000000
	1899.250000	21.798130	20.000000
